env_size,epsilon,decay,gamma,alpha,all_rewards,min_reward,max_reward,mean_reward,var_reward,all_turns_elapsed,min_turns_elapsed,max_turns_elapsed,mean_turns_elapsed,var_turns_elapsed,mean_ending_epsilon
10,0.8,0.9,0.8,0.02,"[-9392, -2058, -1964, -698, -3463, -472, -617, -218, -503, -561, -402, -869, -1828, -363, -991, -2555, -2380, -93, -822, -1735, -850, -440, -459, -712, -1398, -1689, -342, -2352, -407, -1120, -2662, -1715, -679, -2859, -157, -22, -337, -524, -393, -864, -4520, -200, -200, -242, -488, -412, -291, -1358, -900, -323, -744, -1395, -164, -304, -326, -969, -333, -169, -1058, -227, -131, -539, -185, -250, -1737, -1285, -2391, -929, -192, -44, -646, -1803, -1330, -78, -471, -191, -10, -609, 22, -133, -233, 18, -90, -51, -522, -8, -251, -138, 30, 18, -32, -1794, -313, -204, -307, -125, -263, -77, -103, -193]",-9392,30,-841.58,1202.1234976490562,"[1967, 443, 434, 177, 782, 119, 155, 70, 132, 141, 119, 212, 409, 100, 234, 578, 510, 46, 213, 392, 222, 123, 119, 181, 336, 392, 98, 545, 126, 263, 553, 409, 152, 667, 66, 30, 88, 147, 102, 211, 1062, 75, 57, 67, 152, 131, 86, 314, 232, 87, 195, 337, 60, 96, 99, 250, 98, 59, 265, 75, 50, 151, 66, 79, 409, 311, 523, 226, 57, 30, 169, 438, 336, 47, 113, 75, 34, 160, 23, 56, 87, 23, 59, 38, 160, 31, 73, 55, 18, 21, 36, 453, 108, 68, 88, 53, 87, 47, 58, 67]",18,1967,208.43,255.07752762640615,0.09726132367245553
10,0.8,0.9,0.8,0.02,"[-210, -102, -16, -138, -175, 25, -205, -359, -546, -185, -193, -123, 13, -6, -69, -92, -1173, -20, -1340, -210, -48, -1381, -211, -573, -832, -749, -297, -427, -98, -113, -22, -378, -1374, -58, -92, 6, -240, -75, -91, -173, -75, -202, -194, -460, 14, -462, -154, -1185, -128, -44, -130, 44, 12, -84, -501, -2, -135, -115, -282, -85, -39, -168, -643, -359, -132, -60, 15, -143, -53, -357, -143, -120, -213, -1159, -61, -123, -270, -157, -849, -14, -1284, 6, -165, -130, -117, -165, -196, 6, -18, -299, -106, -185, -48, -72, -62, -47, -33, -111, -804, -5866]",-5866,44,-312.62,651.4324950445748,"[77, 55, 27, 59, 60, 18, 70, 102, 179, 67, 74, 54, 26, 28, 32, 50, 318, 27, 338, 60, 38, 366, 65, 154, 207, 206, 83, 125, 45, 60, 28, 89, 343, 38, 51, 27, 90, 48, 56, 74, 47, 70, 54, 126, 25, 142, 64, 353, 58, 43, 62, 19, 26, 47, 130, 28, 55, 60, 80, 46, 36, 72, 191, 116, 56, 45, 26, 59, 42, 121, 65, 60, 85, 301, 41, 52, 97, 72, 276, 28, 351, 28, 68, 51, 50, 57, 74, 29, 28, 101, 48, 71, 37, 42, 47, 42, 37, 48, 253, 1491]",18,1491,102.43,162.5866079970918,0.09726132367245553
10,0.8,0.9,0.8,0.02,"[-89, -59, -102, -2185, -481, 19, -10, -52, 7, 39, -214, -7, 3, -256, -4, 39, -109, 12, -3, -33, -4, -3, -182, -13, 9, -13, 4, -44, 7, 1, 15, -107, -42, 18, -42, 28, -7, -65, -16, 35, -41, -317, 13, -31, -46, -1869, -549, -232, -76, -21, -252, -432, 37, -46, -49, -28, -286, -28, 7, 4, -18, 10, 2, -5, 10, -88, -147, -106, -84, -64, 49, -167, 13, -3, -224, 5, -45, -639, -290, -28, -664, -91, -32, -155, -248, -279, -11, -1452, -30, -75, 6, -106, -201, 16, 16, -203, -4, 21, -47, -39]",-2185,49,-135.45,333.68995714585117,"[54, 42, 48, 592, 150, 25, 31, 34, 26, 20, 62, 27, 30, 85, 31, 20, 46, 23, 30, 35, 29, 27, 71, 34, 23, 28, 28, 34, 27, 27, 23, 47, 34, 24, 34, 19, 31, 35, 27, 20, 34, 109, 23, 30, 35, 618, 155, 98, 49, 30, 104, 141, 20, 41, 30, 33, 100, 33, 27, 29, 32, 25, 30, 30, 27, 49, 49, 46, 44, 39, 15, 64, 24, 29, 83, 23, 33, 208, 106, 41, 201, 53, 37, 62, 99, 103, 27, 410, 37, 51, 26, 56, 73, 23, 26, 83, 27, 20, 39, 40]",15,618,62.62,92.8609476583133,0.09726132367245553
10,0.8,0.9,0.8,0.02,"[-83, -94, -97, -184, 22, 0, -101, -35, 12, 2, -185, -65, -147, -16, -189, -203, -151, -1, -99, 13, -42, -9, 5, -355, -40, -15, -141, -254, -77, -67, -110, -112, -115, -423, -30, -111, -3, -210, -111, -292, -81, -250, -1, -144, -196, -1775, -199, -131, -105, -63, -86, -9, -48, 19, -113, -65, -141, -44, 7, -302, -107, 23, 13, 61, 19, 33, -116, 21, 16, -22, 43, -8, 14, -6, -81, -115, 17, 9, -62, 3, -35, 31, 1, 28, 9, 10, -108, -94, 13, 8, 25, -65, -2, -220, -145, 21, 21, 22, 19, -3]",-1775,61,-85.49,193.78516429283226,"[55, 56, 54, 82, 27, 28, 59, 35, 24, 29, 95, 50, 73, 33, 81, 90, 58, 32, 50, 25, 41, 30, 24, 128, 38, 38, 46, 92, 49, 39, 64, 56, 57, 130, 34, 59, 28, 74, 62, 107, 50, 80, 28, 67, 88, 535, 80, 58, 58, 45, 50, 32, 45, 26, 60, 54, 70, 46, 30, 108, 49, 23, 23, 17, 18, 22, 57, 20, 27, 30, 19, 30, 26, 30, 44, 47, 26, 24, 53, 29, 38, 24, 31, 22, 25, 26, 59, 53, 27, 26, 22, 50, 26, 93, 66, 27, 23, 24, 26, 25]",17,535,51.69,54.44863542826395,0.09726132367245553
10,0.8,0.9,0.8,0.02,"[-110, -398, -1627, -47, -1205, -97, -2893, -2978, -130, -54, -66, -6, -41, 6, -33, -107, -84, 11, -61, 3, -69, 30, 51, -52, -39, -101, -185, -200, 21, 16, -101, -37, 10, -51, -158, -254, -11, -57, 9, -134, -8, -33, 3, 33, -39, -127, -482, -326, -664, -420, -610, -1188, -2027, -1748, -2147, -194, -142, -1370, -2326, -44, -1051, 22, -21, -4, -86, -12, -72, 5, -84, -243, 18, 6, 41, -1, -22, -98, -41, -50, -243, -15, -27, -17, -63, -86, -61, 21, -70, -51, 45, 1, -74, 27, 1, -16, 11, -41, 6, -294, -13, -93]",-2978,51,-278.33,610.8534203063776,"[57, 140, 507, 37, 362, 47, 856, 913, 68, 43, 43, 28, 41, 27, 33, 55, 44, 29, 40, 29, 52, 27, 21, 38, 33, 58, 80, 81, 25, 33, 59, 36, 26, 42, 68, 98, 33, 46, 23, 73, 36, 32, 29, 22, 38, 70, 175, 123, 213, 154, 194, 376, 624, 538, 669, 90, 70, 430, 723, 37, 342, 27, 36, 35, 61, 35, 50, 27, 49, 100, 25, 29, 22, 28, 34, 57, 37, 41, 101, 31, 33, 37, 45, 50, 45, 22, 49, 40, 19, 26, 52, 25, 27, 37, 31, 37, 23, 118, 32, 59]",19,913,109.68,179.1441252176582,0.09726132367245553
10,0.8,0.9,0.8,0.02,"[-86, -91, 44, 3, -23, 11, -319, -229, -43, -16, -166, -46, 28, -96, -171, -53, -13, 4, -101, -260, -34, 1, -40, -91, -64, -58, -56, 1, -86, -79, -129, -1, -208, -33, 0, -227, -37, -52, 20, -68, 28, -24, -84, -75, -43, -109, -66, -106, -3, -81, -38, -24, 40, -112, 3, -246, 1, -136, 18, 4, -56, -29, 46, -53, 14, -64, 16, -138, -29, 12, 7, -119, -112, -3, -22, -2543, -337, -63, 19, 44, -59, 45, 44, -125, -65, 11, -22, -108, -111, -186, -20, -43, -25, -180, -109, -220, -30, -27, -7, 25]",-2543,46,-85.39,259.40778303666997,"[47, 53, 22, 27, 33, 33, 110, 89, 35, 27, 73, 41, 20, 52, 74, 40, 30, 37, 57, 124, 38, 31, 40, 59, 40, 47, 44, 28, 59, 53, 67, 26, 92, 37, 28, 99, 31, 56, 24, 48, 20, 27, 44, 55, 43, 63, 49, 57, 31, 52, 39, 42, 17, 63, 24, 96, 31, 65, 25, 30, 44, 35, 16, 38, 23, 44, 28, 69, 35, 30, 24, 68, 59, 29, 26, 759, 116, 47, 21, 18, 38, 17, 20, 65, 43, 24, 30, 66, 63, 75, 36, 44, 29, 84, 59, 82, 37, 36, 30, 23]",16,759,52.74,74.51290089642195,0.09726132367245553
10,0.8,0.9,0.8,0.02,"[-2, -97, -13, -22, -150, -87, -240, -189, -243, 5, -23, 4, -93, 23, 20, -6, -28, -4, -208, -34, -175, 32, -22, 17, 2, 1, 11, -5, 32, -13, -35, 15, -6, 28, -21, 21, 19, 48, -18, -74, 25, 21, -9, -25, -15, 40, -60, -10, 47, -30, -2, -177, 38, 18, 8, -18, 5, 5, 15, 14, 29, -37, 7, 45, 3, -17, 20, 12, -59, 35, 36, 20, -16, 10, 3, 22, 41, -12, -2, 7, 34, -43, 47, -1, 28, 24, 18, 28, -95, -71, -24, 20, -1, -4, 56, 38, 4, 25, 28, -111]",-243,56,-14.93,60.88435841823415,"[34, 49, 31, 40, 65, 45, 98, 79, 90, 25, 37, 27, 58, 21, 20, 30, 37, 30, 80, 35, 69, 19, 34, 24, 25, 26, 22, 29, 21, 25, 29, 29, 24, 21, 32, 26, 23, 20, 33, 45, 24, 23, 32, 35, 27, 20, 42, 30, 20, 34, 28, 72, 20, 24, 29, 30, 24, 26, 21, 22, 21, 31, 24, 18, 25, 30, 25, 25, 37, 22, 19, 21, 30, 26, 27, 24, 22, 28, 24, 21, 21, 33, 17, 26, 19, 25, 22, 23, 44, 38, 33, 23, 31, 30, 19, 20, 27, 26, 23, 55]",17,98,31.45,15.378150083803966,0.09726132367245553
10,0.8,0.9,0.8,0.02,"[15, -5, 43, -45, -96, 21, -6, -62, -3, 41, 1, -25, 2, -925, -25, 25, 34, 33, 18, 21, -22, 7, 53, -31, 10, 15, -9, -31, -36, -51, 30, 1, 21, -19, -6, 21, -20, -8, 45, -138, -8, 25, -60, 45, -72, -3, -51, 29, 27, -18, 34, 1, 1, 10, 18, 1, -37, 24, 7, 1, -4, -7, -66, 29, 13, 13, 18, -22, 36, -2, 32, 35, 28, 36, 34, 16, 19, 10, 27, -6, 13, 40, 48, -20, 40, 24, 17, 21, 18, 32, 36, 28, 35, 30, 2, -24, 13, -34, 13, -4]",-925,53,-5.65,97.9403262195915,"[24, 28, 20, 33, 41, 22, 27, 40, 23, 18, 24, 34, 25, 261, 32, 19, 22, 18, 25, 23, 34, 25, 21, 33, 31, 24, 29, 32, 29, 36, 23, 25, 19, 29, 29, 19, 31, 26, 20, 59, 31, 23, 35, 23, 41, 26, 38, 21, 22, 31, 20, 29, 23, 21, 26, 31, 34, 22, 21, 22, 31, 27, 44, 21, 24, 23, 22, 36, 19, 26, 20, 18, 24, 25, 20, 22, 20, 25, 17, 28, 23, 21, 17, 36, 20, 25, 23, 23, 19, 19, 20, 22, 23, 20, 31, 32, 22, 31, 22, 29]",17,261,28.43,24.349232020743486,0.09726132367245553
10,0.8,0.9,0.8,0.02,"[52, 43, 11, 32, -15, 31, 51, 27, 25, 20, 43, -13, -54, 2, 32, 21, 9, -61, -30, 32, 14, -21, -15, -39, -45, -95, -28, -52, -40, -32, 0, -2, -3, 52, 27, 19, 28, 40, -11, 10, -27, 25, 27, 13, 0, -16, -25, 43, 21, 23, 15, -11, 38, -33, 2, 4, 21, -4, 13, 43, 19, 8, 25, -17, 17, 47, 40, -29, 10, -8, 18, -1, -11, 5, 26, 41, 21, 9, 15, -8, -19, -20, -1, 3, 31, 11, -7, 16, 15, 7, -6, -7, 4, -12, 58, -15, 36, 32, -54, 3]",-95,58,5.39,28.1669646927034,"[18, 19, 23, 22, 28, 22, 20, 22, 25, 23, 21, 29, 36, 30, 19, 29, 29, 37, 32, 21, 27, 29, 33, 42, 33, 52, 34, 39, 41, 41, 28, 31, 27, 18, 21, 24, 19, 20, 33, 26, 32, 21, 21, 28, 25, 28, 31, 19, 25, 25, 25, 27, 19, 30, 21, 25, 19, 27, 27, 20, 22, 24, 27, 31, 23, 20, 22, 28, 26, 25, 24, 26, 28, 27, 21, 16, 25, 27, 21, 28, 31, 31, 31, 27, 22, 25, 27, 24, 26, 21, 24, 29, 28, 31, 19, 29, 21, 22, 38, 31]",16,52,26.46,6.032279834357819,0.09726132367245553
10,0.8,0.9,0.8,0.02,"[20, -3, 39, -3, -6, 35, -29, 46, 7, -48, 17, 17, 3, -27, 41, 42, 20, -1, 23, 37, 15, -5, 35, 55, 10, 14, 24, 32, 0, -32, 14, 10, 6, -1, -22, -15, 9, 15, 37, 12, -29, -13, 22, 26, 34, 30, -79, -47, -1, 44, -11, 43, 23, 8, 48, -20, 28, -93, -2, 28, 39, -24, 16, 7, 21, 30, 13, -19, 17, -80, 27, -33, 36, 22, -16, -135, 11, 34, -12, -19, -23, -36, -13, -79, 20, 17, 45, 6, 22, 27, 8, 33, 36, 2, 28, -8, 24, 27, -4, -11]",-135,55,5.38,32.37615789435182,"[25, 28, 22, 27, 28, 17, 30, 19, 22, 41, 29, 22, 31, 35, 21, 19, 19, 26, 22, 18, 26, 32, 20, 17, 28, 25, 19, 23, 30, 32, 24, 25, 27, 27, 35, 30, 30, 29, 19, 26, 31, 26, 23, 24, 22, 20, 35, 42, 24, 19, 29, 18, 25, 29, 18, 30, 23, 47, 28, 19, 21, 36, 24, 25, 24, 17, 22, 33, 23, 43, 25, 36, 19, 24, 31, 64, 23, 22, 31, 32, 27, 31, 28, 52, 22, 22, 17, 26, 18, 21, 26, 23, 19, 27, 22, 26, 22, 23, 29, 33]",17,64,26.46,7.530497991500961,0.09726132367245553
