env_size,epsilon,decay,gamma,alpha,all_rewards,min_reward,max_reward,mean_reward,var_reward,all_turns_elapsed,min_turns_elapsed,max_turns_elapsed,mean_turns_elapsed,var_turns_elapsed,mean_ending_epsilon
10,0.8,0.9,0.9,0.03,"[-1281, -980, -2687, -2145, -2136, -1809, -1665, -2130, -3643, -282, -815, -527, -335, -3723, -494, -503, -133, -635, -144, -370, -1562, -410, -299, -944, -1616, -2021, -1, -1754, -683, -2442, -1016, -357, -854, -1046, -3820, -251, -402, -86, -142, 10, -79, -244, -856, -361, -27, -184, 16, -15, -339, -1329, 30, -847, -2013, -618, -993, -968, -232, 22, -838, -1359, -1097, -106, -472, -1865, -162, -603, -1292, -604, -938, -367, -44, -256, -114, -21, -457, -1349, -284, -799, -37, -12, -93, -134, -690, -391, -314, -374, 53, 20, 28, -221, -29, -8, -20, -560, -225, -568, -600, -69, -63, -971]",-3820,53,-734.75,831.8387028144339,"[302, 236, 582, 496, 461, 406, 363, 472, 811, 78, 205, 127, 91, 824, 125, 135, 55, 156, 52, 113, 368, 106, 94, 246, 368, 454, 20, 429, 175, 577, 240, 93, 195, 239, 869, 90, 108, 48, 46, 22, 41, 74, 202, 110, 29, 62, 23, 27, 108, 312, 20, 216, 460, 167, 256, 245, 72, 20, 211, 336, 299, 50, 111, 462, 62, 163, 323, 156, 238, 106, 31, 86, 43, 33, 119, 381, 90, 190, 33, 27, 45, 49, 180, 112, 88, 98, 16, 23, 24, 71, 32, 29, 29, 164, 74, 159, 179, 41, 34, 238]",16,869,185.56,181.3656152637539,0.09726132367245553
10,0.8,0.9,0.9,0.03,"[-401, 43, -126, -15, -102, -280, -39, -446, -262, 41, 46, 55, 19, -88, -76, 58, -216, 23, 73, -6, 12, 18, -13, 8, -94, -19, 12, -136, 48, 40, 43, -55, 67, -298, -61, -570, -42, -158, -170, 38, -45, 4, 36, -453, -144, -25, 4, -220, 22, 19, -74, -706, 22, -51, 39, 55, 20, 23, 42, 50, 43, 58, 21, 3, 36, 33, 58, 15, 64, 17, 41, -14, 55, 44, -65, 7, -11, 10, 50, -40, 18, 60, 35, 18, 40, 37, 31, 2, 42, 18, 29, 43, 46, -31, 61, 39, 8, 25, -32, 30]",-706,73,-34.67,136.44889556167175,"[105, 20, 53, 25, 48, 93, 37, 128, 78, 16, 16, 13, 22, 47, 41, 13, 73, 18, 14, 25, 17, 21, 26, 25, 47, 30, 23, 47, 19, 17, 16, 31, 11, 91, 34, 163, 36, 65, 68, 15, 39, 27, 22, 129, 63, 28, 23, 71, 22, 23, 42, 196, 22, 37, 19, 17, 23, 22, 17, 17, 16, 15, 21, 24, 19, 22, 14, 20, 15, 20, 15, 27, 14, 22, 30, 30, 25, 27, 17, 38, 23, 15, 18, 21, 15, 20, 20, 29, 18, 22, 21, 17, 15, 36, 16, 17, 22, 20, 32, 17]",11,196,33.91,31.121727137162555,0.09726132367245553
10,0.8,0.9,0.9,0.03,"[49, 55, 66, -30, 9, 57, 46, -50, -168, -4, -28, 28, -853, 63, 14, 48, 62, 42, -38, 64, 25, 16, -75, -29, 29, -97, 16, 45, 38, 58, 3, 21, 4, 31, 47, 37, 38, -52, -71, 57, -112, 56, -2, 34, -11, -2, 9, 39, 36, 6, 11, 36, 48, -21, -105, 23, -21, 28, 33, -291, -49, 57, -10, -8, -4, -7, 39, 26, 35, 55, 6, 48, 27, -11, 69, 26, 26, 48, 37, 28, 43, 14, 40, 27, -13, 59, 66, 24, -1, 37, 56, -17, 40, 52, 23, 12, 25, 50, 46, 42]",-853,69,4.3,100.61664872176969,"[16, 16, 12, 35, 23, 16, 17, 37, 63, 30, 32, 18, 209, 16, 20, 16, 14, 19, 32, 15, 16, 19, 43, 26, 18, 46, 21, 13, 24, 13, 27, 25, 22, 23, 16, 20, 15, 30, 35, 14, 47, 12, 30, 21, 28, 22, 23, 15, 19, 23, 20, 17, 18, 27, 43, 21, 32, 17, 19, 66, 34, 14, 28, 31, 25, 27, 18, 22, 21, 15, 20, 14, 20, 26, 14, 18, 17, 16, 19, 22, 19, 23, 19, 16, 26, 17, 13, 23, 27, 16, 19, 26, 19, 18, 19, 24, 19, 18, 18, 18]",12,209,24.6,20.797115184563456,0.09726132367245553
10,0.8,0.9,0.9,0.03,"[21, 55, 9, 52, 46, 27, 31, 52, 18, 35, -24, 20, 58, 13, 15, 31, 45, 33, 43, 39, -27, 56, 61, 62, 52, 38, 65, 43, 11, -15, 37, 46, 32, 6, 30, 49, 56, 34, 58, 51, 13, 59, 23, 32, 45, -29, 50, 11, 60, 42, 42, 52, 70, 29, 28, 19, 48, 23, 65, 32, 28, 32, 29, 40, 14, 30, 51, 60, 28, 10, 39, -38, 60, 30, 20, 36, 52, 67, 19, 67, -9, 59, -22, 35, 20, 33, 32, 16, 12, 34, 13, 36, 45, -28, 26, 45, 28, 55, 50, 23]",-38,70,32.55,23.003641016152205,"[18, 15, 25, 16, 16, 22, 19, 14, 20, 19, 27, 24, 13, 22, 25, 20, 17, 23, 22, 20, 29, 16, 15, 14, 13, 20, 12, 20, 26, 27, 17, 15, 16, 26, 15, 18, 14, 18, 15, 15, 23, 12, 19, 24, 17, 28, 19, 22, 12, 17, 17, 14, 14, 19, 24, 24, 16, 25, 14, 20, 18, 19, 22, 20, 22, 19, 19, 13, 20, 23, 20, 30, 14, 20, 21, 21, 15, 13, 21, 10, 29, 12, 39, 19, 24, 18, 20, 24, 20, 20, 23, 19, 18, 35, 20, 13, 22, 13, 17, 19]",10,39,19.42,5.032255955334545,0.09726132367245553
10,0.8,0.9,0.9,0.03,"[1, 39, 51, 25, 18, -9, 55, 56, 36, 26, 54, 54, 42, 68, 62, 63, 19, 53, 11, 46, 48, 45, 14, 29, 47, 66, 38, 41, 51, 28, 45, 57, 35, 0, 51, 36, 17, 55, 60, 18, 57, 17, 40, 34, 31, 19, 6, 44, -3, 34, 25, 42, 23, 20, 56, 43, 45, 55, 15, 25, 60, 29, 21, 29, 43, 35, 40, 47, 38, 71, 61, 50, 38, 38, 59, 32, 65, 37, 27, -119, 67, 18, 47, 39, 52, 17, 59, 25, 56, 32, 50, 51, 32, 43, 25, 57, 34, 42, 32, -133]",-133,71,35.25,28.630883674801236,"[27, 18, 14, 23, 21, 24, 15, 15, 20, 20, 16, 17, 17, 12, 14, 13, 20, 16, 26, 20, 16, 19, 21, 18, 15, 12, 19, 17, 19, 19, 17, 16, 18, 22, 18, 21, 21, 14, 13, 22, 13, 18, 20, 17, 19, 20, 24, 15, 26, 20, 19, 17, 23, 23, 15, 16, 19, 15, 20, 22, 15, 22, 24, 17, 16, 19, 18, 18, 18, 11, 15, 16, 18, 16, 12, 18, 13, 20, 21, 60, 11, 25, 18, 20, 18, 25, 12, 23, 17, 22, 16, 15, 19, 20, 24, 14, 20, 19, 19, 55]",11,60,19.05,6.548854861729645,0.09726132367245553
10,0.8,0.9,0.9,0.03,"[16, 42, 31, 55, 13, 64, 29, 52, -3, -24, 19, 45, 33, 1, 56, 34, 55, 43, 20, 41, 25, 53, 30, 53, 9, 24, 50, 37, 48, 0, 30, 52, 59, 55, 27, 61, 37, 15, 56, 49, 33, 39, 6, -9, 6, 45, 50, 66, 7, 46, -10, 39, 18, 43, 34, 31, 65, 18, 23, 51, 22, 70, -6, 54, 26, 30, 63, 16, 61, 21, 70, 25, 36, 52, 25, 33, 55, 40, -8, -2, 22, 53, 35, 62, 53, 59, 24, 61, 57, 36, 66, 53, 47, 61, 44, 28, 28, 41, 62, 57]",-24,70,36.25,20.94725519011978,"[21, 18, 19, 15, 21, 15, 22, 14, 31, 27, 22, 19, 17, 26, 16, 17, 15, 18, 24, 19, 21, 16, 24, 16, 23, 22, 19, 20, 18, 26, 21, 17, 15, 15, 22, 18, 21, 20, 14, 17, 16, 19, 29, 26, 28, 15, 17, 12, 21, 16, 28, 20, 21, 19, 20, 23, 17, 24, 22, 17, 23, 11, 28, 17, 20, 20, 16, 19, 14, 21, 12, 22, 18, 16, 20, 20, 14, 18, 29, 33, 20, 16, 20, 17, 14, 12, 22, 15, 16, 17, 13, 15, 19, 17, 22, 18, 20, 18, 15, 16]",11,33,19.24,4.340783339444621,0.09726132367245553
10,0.8,0.9,0.9,0.03,"[24, 26, 33, 29, 31, 30, 33, 33, 28, 22, -6, 10, 46, -18, 63, 40, 67, 25, 8, 40, 43, 23, 50, 57, 42, 53, 52, 43, 46, 1, 65, 45, 38, 31, 50, 25, 63, 41, 9, 52, 34, 45, 41, 41, 51, 45, 53, 49, 44, 58, 11, 37, 26, 46, 21, 47, 7, 53, 46, 50, 22, 45, 22, 4, 25, 20, 48, 45, 59, 15, 57, 55, 63, 54, 42, 40, 57, 36, 10, 9, 23, 43, 53, 51, 52, 19, 52, 14, 7, 51, 53, 61, 54, 51, 50, 20, 14, 53, 47, 54]",-18,67,37.48,17.72144463637206,"[22, 22, 19, 20, 17, 15, 17, 17, 21, 23, 28, 20, 14, 31, 16, 20, 13, 19, 28, 17, 18, 18, 15, 14, 16, 17, 14, 18, 16, 27, 13, 17, 19, 18, 16, 21, 16, 16, 23, 18, 20, 17, 17, 17, 17, 20, 13, 18, 16, 14, 21, 18, 19, 20, 20, 16, 25, 15, 17, 16, 17, 17, 19, 23, 18, 20, 15, 19, 13, 26, 12, 13, 13, 15, 19, 20, 14, 18, 25, 21, 19, 16, 19, 17, 14, 20, 18, 24, 25, 19, 17, 12, 11, 14, 15, 22, 20, 13, 18, 15]",11,31,18.1,3.788139384975162,0.09726132367245553
10,0.8,0.9,0.9,0.03,"[31, 24, 36, 40, 23, 30, 47, 53, 37, 41, 3, 49, 35, 29, 55, 26, 11, 43, 67, 59, 20, 37, 35, 40, 41, 58, 15, 31, 77, 46, 57, 36, 20, 54, 60, 38, 56, 30, 42, 54, 32, 47, 18, 21, 30, 58, 44, 2, 30, 16, 36, 50, -3, 40, 21, 34, 55, 39, -52, 22, 2, 47, 55, 40, 50, 52, 45, 55, 54, 20, 62, 18, 37, 6, -2, 52, 22, 50, 12, -14, 35, 58, 67, 58, 61, 57, 51, 38, 30, 22, 50, 50, 58, 35, 66, 32, 45, 41, 26, 23]",-52,77,36.92,19.762935004700086,"[19, 18, 18, 16, 21, 21, 15, 16, 16, 16, 24, 19, 17, 22, 17, 21, 26, 17, 14, 13, 22, 20, 17, 19, 16, 13, 23, 17, 11, 17, 14, 21, 21, 15, 15, 15, 15, 23, 16, 17, 22, 16, 28, 21, 18, 14, 15, 26, 19, 24, 19, 17, 27, 18, 24, 22, 14, 15, 36, 22, 24, 15, 14, 20, 18, 17, 15, 18, 19, 22, 14, 23, 21, 23, 29, 18, 24, 17, 21, 31, 21, 16, 11, 16, 14, 13, 17, 20, 17, 19, 17, 13, 15, 19, 12, 22, 16, 14, 23, 20]",11,36,18.68,4.3632098276383635,0.09726132367245553
10,0.8,0.9,0.9,0.03,"[45, 55, -3, 27, 49, 51, 45, 29, 46, 46, 43, 35, 43, 52, 49, 44, 28, 37, 43, 26, 54, 41, 43, 44, 43, 34, 25, 33, 46, 11, 6, 30, 8, 24, 25, 26, 48, 56, 60, 52, 32, -6, 7, 31, 58, 31, -29, 53, 46, 28, 45, 22, 59, 9, 53, 49, 61, 38, 43, 35, 31, 40, 60, 60, 41, 40, 53, 15, 22, 34, 49, 67, 48, 17, 66, 43, 36, 41, 67, 47, 25, 52, 11, 36, 15, 61, 22, 14, 50, 63, 53, 63, 34, 25, 36, 40, 36, 21, 54, 25]",-29,67,37.77,17.305984514034446,"[15, 14, 31, 19, 18, 19, 16, 18, 16, 14, 19, 23, 17, 18, 17, 15, 21, 20, 15, 20, 16, 17, 20, 19, 17, 21, 21, 17, 18, 20, 20, 17, 25, 18, 23, 22, 16, 12, 12, 17, 19, 27, 23, 19, 17, 18, 28, 14, 17, 18, 17, 18, 15, 24, 13, 16, 15, 16, 14, 20, 20, 15, 12, 14, 18, 19, 17, 25, 20, 16, 18, 14, 20, 26, 14, 16, 19, 17, 14, 16, 22, 19, 22, 18, 23, 14, 19, 22, 15, 15, 18, 13, 21, 22, 16, 16, 19, 21, 15, 22]",12,31,18.23,3.5632990331994314,0.09726132367245553
10,0.8,0.9,0.9,0.03,"[45, 35, 44, 36, 25, 22, 57, 45, 38, 41, 14, 42, 51, 26, 27, 29, 33, 60, 42, 12, 67, 52, 31, 45, 41, 59, 17, 51, 43, 14, 46, 27, 43, 36, 25, 20, 25, 13, 30, 45, 13, 18, 43, 37, 38, 36, 64, 24, 41, 35, 53, 6, 42, 27, 33, 9, 41, 25, 62, 37, 52, 42, 43, 30, 34, 35, 51, -15, 27, 35, 62, 41, 52, 0, 40, 22, 2, 37, 33, 18, 39, 24, 59, 25, 39, 49, 47, 4, 9, 45, 43, 40, 44, 53, 15, 2, 34, 24, 40, 62]",-15,67,34.76,15.863870902147433,"[19, 19, 17, 20, 21, 19, 15, 18, 16, 19, 24, 17, 15, 20, 24, 24, 17, 14, 17, 23, 11, 15, 21, 17, 19, 15, 24, 14, 16, 25, 20, 21, 17, 17, 19, 20, 19, 22, 20, 17, 22, 23, 18, 19, 19, 17, 14, 27, 18, 22, 17, 22, 17, 21, 17, 24, 20, 22, 16, 17, 13, 19, 21, 20, 18, 21, 19, 24, 18, 17, 16, 19, 18, 25, 17, 21, 24, 18, 16, 21, 18, 20, 13, 21, 20, 17, 15, 26, 22, 20, 14, 16, 15, 17, 22, 24, 19, 19, 18, 16]",11,27,18.96,3.1588605540605936,0.09726132367245553
