env_size,epsilon,decay,gamma,alpha,all_rewards,min_reward,max_reward,mean_reward,var_reward,all_turns_elapsed,min_turns_elapsed,max_turns_elapsed,mean_turns_elapsed,var_turns_elapsed,mean_ending_epsilon
10,0.6,0.8,0.8,0.01,"[-2802, -4543, -9826, -1721, -1255, -1085, -1534, -2932, -8304, -1834, -331, -782, -2682, -54, -3516, -666, -1944, -1805, -2168, -738, -540, -1094, -1975, -707, -283, -158, -561, -2197, -626, -792, -2270, -549, -805, -534, -2751, -2210, -385, -430, -3381, -632, -1885, -1749, -1678, -4360, -1768, -724, -658, -3115, -2576, 24, -758, -888, -83, -1224, -38, -2064, -571, -1035, -871, -1010, -785, -423, -702, -138, -442, -1466, -486, -1304, -3383, -782, -312, 48, -608, -1076, -2031, -292, -503, -1655, -282, -2349, -344, -206, -1543, -1791, -237, -1346, -1010, -595, -631, -241, -11, -222, -701, -654, -1632, -1367, -2575, -392, -173, -1833]",-9826,48,-1369.08,1480.2302029076425,"[603, 994, 2149, 401, 300, 246, 344, 631, 1775, 410, 89, 191, 602, 28, 805, 155, 452, 417, 473, 179, 125, 273, 449, 173, 87, 53, 134, 486, 149, 201, 515, 133, 203, 146, 638, 498, 109, 109, 785, 166, 426, 438, 385, 946, 405, 182, 157, 759, 627, 20, 195, 206, 42, 291, 29, 472, 138, 257, 201, 237, 198, 110, 166, 50, 109, 334, 111, 313, 803, 195, 78, 17, 167, 252, 489, 96, 116, 398, 83, 550, 97, 69, 346, 453, 60, 307, 247, 152, 164, 79, 28, 71, 193, 154, 429, 350, 607, 117, 71, 504]",17,2149,322.22,321.5325358342449,0.08053063680000004
10,0.6,0.8,0.8,0.01,"[-155, -88, -481, 11, -2121, -21, 6, -1766, -117, -289, -428, -1259, -91, -77, -765, -27, -474, -4025, -388, -104, -4028, -201, -62, -191, -130, 25, -57, -47, -324, -26, -448, -3267, -223, -578, -3, -605, -224, -254, -766, -235, -804, -607, -122, -740, -15, -225, -47, -2, -231, -2321, -296, -318, -1749, -837, -185, -1026, -174, -534, -191, 6, -251, -53, -185, 65, -4470, -155, -48, -192, -58, -490, -604, -17, -269, -312, 51, -25, 8, -115, -253, 77, -79, -42, -131, -5, -285, -152, -571, -96, -48, -29, -270, -1, -16, -396, -8, -1416, 75, -97, -294, 13]",-4470,77,-458.65,842.5426324525068,"[70, 46, 141, 24, 473, 27, 26, 455, 47, 86, 131, 316, 49, 44, 178, 34, 125, 983, 123, 40, 1033, 67, 35, 67, 46, 21, 33, 36, 106, 30, 108, 869, 66, 153, 27, 177, 72, 82, 209, 59, 248, 141, 52, 176, 27, 91, 28, 23, 81, 622, 92, 94, 403, 199, 69, 282, 71, 137, 69, 21, 75, 35, 65, 13, 1166, 51, 32, 71, 41, 139, 160, 30, 90, 90, 16, 31, 19, 53, 92, 11, 44, 32, 59, 26, 90, 44, 148, 51, 30, 27, 77, 23, 29, 104, 23, 369, 12, 38, 82, 25]",11,1166,132.53,208.81453277968944,0.08053063680000004
10,0.6,0.8,0.8,0.01,"[-753, -234, 11, -55, -398, -572, -262, -154, -168, -363, -821, -287, 14, -232, -1413, -144, -23, 15, -168, -166, -147, -41, -370, -16, -238, 4, -49, -1328, -52, -32, -618, -173, -2949, -101, -2424, -178, -43, -77, -568, -252, -578, -612, -32, -259, -144, -73, -296, -876, -326, -13, -94, -193, -144, -889, -235, -33, -255, 2, -144, -1724, -1363, -902, -115, -117, -3080, -28, -1741, -1487, -636, -1329, -548, -445, -465, 26, -125, -854, -179, -264, -58, -88, 35, -12, -354, -174, -909, -93, 19, -90, -118, -424, -87, -472, -299, -261, 19, -80, -93, -507, -134, -55]",-3080,35,-406.3,582.4814589323853,"[205, 75, 25, 35, 115, 153, 76, 73, 68, 89, 207, 86, 23, 75, 376, 51, 26, 23, 60, 68, 58, 29, 139, 26, 75, 26, 34, 336, 37, 30, 176, 59, 700, 55, 611, 64, 29, 39, 169, 67, 156, 178, 43, 72, 57, 44, 103, 259, 112, 28, 51, 55, 60, 251, 85, 30, 74, 20, 48, 428, 357, 233, 46, 44, 853, 24, 477, 381, 160, 340, 150, 127, 116, 22, 43, 250, 63, 77, 41, 47, 17, 26, 138, 58, 178, 39, 18, 32, 46, 133, 42, 166, 99, 88, 23, 44, 40, 154, 46, 36]",17,853,120.96,144.53109838370426,0.08053063680000004
10,0.6,0.8,0.8,0.01,"[15, -792, -550, -413, -15, 24, -116, 47, -121, -19, -213, 49, -575, -7, -125, -16, -223, -160, -157, -205, 30, 2, -48, -155, 4, -331, -166, -84, -103, -37, -41, -165, -83, -90, -38, 39, 49, -44, -199, 21, -3, -60, 49, 4, -81, -14, -131, -45, -43, 35, -338, -160, -68, -323, -74, -444, -79, -27, 31, -68, -250, -379, -363, -33, -332, 2, 16, -112, -1, -424, -17480, -370, -454, -196, -1, -33, 9, -132, -103, -151, 32, -316, -30, -45, -40, -167, -139, -25, -23410, -1112, -300, -759, -185, -57, -93, -73, -505, -99, -221, 41]",-23410,49,-551.4,2879.4343368099226,"[21, 220, 154, 134, 25, 18, 49, 18, 41, 35, 65, 15, 175, 25, 49, 30, 67, 65, 65, 84, 20, 23, 31, 51, 23, 98, 68, 46, 48, 31, 42, 70, 56, 55, 27, 20, 17, 32, 60, 22, 24, 44, 15, 28, 37, 24, 51, 30, 46, 18, 135, 56, 43, 117, 36, 145, 40, 32, 21, 42, 72, 117, 95, 44, 107, 28, 25, 49, 29, 145, 4877, 103, 146, 75, 26, 31, 22, 58, 52, 53, 17, 112, 41, 38, 32, 72, 59, 25, 6923, 333, 110, 227, 75, 44, 57, 43, 160, 58, 85, 16]",15,6923,178.6,831.6500946912707,0.08053063680000004
10,0.6,0.8,0.8,0.01,"[3, -5, -11, -272, 20, 4, -89, 25, 19, -413, -78, 40, -18, 32, -135, 45, -205, 23, 31, -13, 38, -231, -430, -645, -104, -5295, -1446, 20, -307, 22, 28, 54, -4, -33, -1, -4, 30, 48, 28, 50, 46, 55, 19, 46, -228, 0, 57, 41, 13, 47, -80, 52, -62, -6, -93, 26, 1, 45, 41, 18, 31, 16, 2, 11, 8, -245, -2488, -138, -758, -190, 15, -926, -319, 5, 8, 70, -35, 41, 22, -1826, -37, -4888, -17, -164, -98, 17, -10, 44, 20, 55, -362, -115, 34, 8, 24, 38, 44, 50, -74, 27]",-5295,70,-212.41,787.9554441083583,"[28, 28, 29, 83, 20, 27, 47, 21, 26, 117, 47, 17, 29, 21, 58, 19, 71, 22, 18, 38, 16, 70, 137, 164, 61, 1489, 404, 21, 106, 22, 25, 19, 28, 29, 24, 26, 20, 19, 20, 15, 17, 14, 21, 17, 62, 25, 14, 19, 21, 19, 48, 17, 42, 30, 39, 19, 26, 22, 15, 19, 24, 23, 27, 20, 23, 103, 659, 71, 236, 83, 21, 264, 116, 28, 25, 13, 37, 17, 21, 530, 38, 1386, 28, 63, 54, 22, 34, 18, 23, 15, 126, 56, 17, 24, 22, 19, 18, 15, 40, 22]",13,1489,83.68,215.63519564301183,0.08053063680000004
10,0.6,0.8,0.8,0.01,"[35, -55, -105, -37, -186, -43, 32, -4, 40, 26, -13, -173, -10, 12, 34, -308, 13, 56, -85, -20, 6, 15, -34, -135, 65, 21, -20, -18, -1173, -46, -3727, -2309, 17, 9, 43, 26, 3, 11, 51, 37, -9, -18, -8534, 37, 13, -985, -254, -16, -1248, -119, 7, -15, -50, -6712, -99, -141, -42, -67, -12, -377, -4, -11, 33, 35, 36, 29, -86072, 7, -32005, 54, -5202, 40, 42, 26, 0, -24820, -38, 21, -1245, -2602, 47, 25, 13, 70, 36, -23468, -3571, -5, 63, 36, 57, 12, 73, -53, 30, 39, -349, -230622, 18, 6]",-230622,73,-4358.09,24713.658873624925,"[22, 42, 66, 35, 76, 40, 19, 26, 17, 24, 26, 76, 25, 23, 19, 106, 24, 17, 52, 27, 24, 19, 28, 54, 13, 20, 30, 36, 364, 42, 1124, 680, 23, 26, 16, 21, 24, 22, 17, 19, 25, 26, 2557, 19, 26, 305, 86, 31, 396, 71, 25, 35, 41, 2004, 63, 71, 45, 46, 31, 133, 25, 29, 22, 17, 18, 19, 25298, 27, 9552, 13, 1514, 18, 21, 21, 24, 7424, 45, 20, 417, 792, 19, 20, 17, 12, 20, 6815, 1080, 27, 12, 19, 15, 23, 13, 33, 20, 20, 127, 68470, 25, 26]",12,68470,1315.29,7324.608733980267,0.08053063680000004
10,0.6,0.8,0.8,0.01,"[48, 29, 16, -94, 37, 59, -48, 57, 42, 9, 56, 27, -94536, 18, 51, 49, 52, 27, -27, -7, -19, 22, -65, 19, -90270, 31, 46, 16, 37, 66, -34, 36, 45, 32, -8, -51, 39, 22, -4, 70, 23, 27, 35, 21, 27, 22, 13, 33, 10, 35, -139, 24, 44, 51, 5, -29, 38, -60, 25, 55, 51, 41, 43, -5, -17372, -29, -14, 5, -4, 41, -284, -141, -512, 20, -9, -75, -82, 40, 27, -77, -84, -2, -15887, -982, -32434, -66, -167, -10, -23, -104, 48, 35, -2, 8, 23, 43, -50, 23, 20, 30]",-94536,70,-2517.62,13438.586569115074,"[13, 20, 22, 50, 21, 15, 35, 14, 21, 24, 19, 21, 28075, 24, 17, 15, 18, 22, 29, 30, 25, 23, 43, 21, 26968, 21, 22, 25, 17, 12, 40, 17, 22, 19, 27, 35, 22, 21, 27, 12, 23, 19, 17, 26, 21, 20, 24, 18, 24, 16, 58, 21, 16, 17, 25, 31, 18, 42, 24, 18, 15, 19, 20, 25, 5258, 44, 39, 22, 32, 19, 113, 59, 173, 25, 29, 40, 54, 23, 21, 49, 63, 26, 4671, 323, 9686, 50, 80, 25, 30, 49, 18, 16, 26, 27, 24, 20, 38, 18, 21, 18]",12,28075,777.1,3998.249285624897,0.08053063680000004
10,0.6,0.8,0.8,0.01,"[43, 34, -63, 28, -1, -73, -430, -4, -13, -389, 39, -521, -23, -176, 6, -50, 22, -37, -92, -123, -669, -86, -171, -247, -78, -8, -6, -30, 29, -91, -63, -22, -162, -126, 3, -3, -155, -121, -492, -264, 17, 46, -186, -28, 6, -153, -24, 13, -17622, -53, -55, 42, 47, 36, 36, -3, 39, 29, 2, 19, 25, 62, 62, -23, 34, 66, -258, 24, 12, -105, 20, 2, 17, 39, 42, 26, 52, 40, 35, 41, 59, 37, 18, -12, 23, -22, 50, 46, 14, 48, 58, 4, -6590, 15, -4183, -1145, -13267, -9, -45, 23]",-17622,66,-470.42,2298.906232015565,"[18, 18, 47, 19, 26, 48, 159, 31, 32, 134, 18, 159, 35, 69, 28, 41, 22, 36, 51, 78, 219, 65, 81, 89, 50, 30, 28, 39, 18, 56, 45, 27, 89, 53, 18, 31, 74, 66, 140, 97, 20, 21, 84, 36, 28, 73, 30, 21, 5322, 38, 43, 16, 15, 19, 18, 32, 18, 18, 28, 22, 22, 14, 15, 32, 19, 15, 84, 20, 20, 62, 21, 25, 25, 18, 15, 21, 16, 18, 17, 16, 15, 20, 21, 28, 22, 28, 17, 15, 22, 18, 16, 25, 1947, 27, 1228, 372, 3517, 35, 40, 26]",14,5322,162.2,661.6363653850958,0.08053063680000004
10,0.6,0.8,0.8,0.01,"[2, 58, 24, 15, 39, 46, 32, 25, 60, 29, 33, 42, -14, -18, -21, -4, -18, 40, 53, 15, 52, 67, 33, 26, -28413, 50, -4, 0, 26, 22, 42, -25, 30, -295, 17, 42, 59, 40, 59, 33, 15, 52, 4, 43, 31, 6, 47, 29, 49, 19, 15, -26, 32, -9527, 30, 9, 36, 25, -4611, -561, 47, -20, 26, 39, 8, 50, -51240, -2853, -36, 50, 72, 54, 52, -11283, -46, -1, -40865, -10, 37, 25, 11, 61, 3, 37, 44, 50, 28, 46, 21, 24, 45, 59, 26, 28, 52, 32, 35, 43, 45, 54]",-51240,72,-1471.34,7165.401560582631,"[22, 14, 21, 22, 18, 16, 21, 23, 16, 17, 18, 17, 32, 36, 31, 27, 32, 17, 18, 26, 17, 14, 21, 19, 8382, 20, 24, 22, 22, 23, 18, 32, 22, 114, 24, 19, 15, 18, 15, 18, 25, 14, 22, 16, 21, 23, 18, 24, 16, 22, 22, 34, 18, 2809, 21, 27, 22, 22, 1391, 192, 16, 29, 23, 18, 26, 17, 15406, 873, 33, 14, 13, 17, 16, 3378, 36, 25, 12206, 26, 17, 22, 22, 14, 28, 18, 17, 15, 20, 20, 19, 20, 17, 13, 22, 20, 15, 22, 20, 15, 18, 12]",12,15406,466.4,2137.58359368704,0.08053063680000004
10,0.6,0.8,0.8,0.01,"[41, 56, 27, 8, 51, 28, 15, 31, 31, -13, 20, 27, 44, 48, 34, -1, 31, 9, 4, 57, 38, 18, -1883, -2, 34, -308, 11, 32, 4, 51, 42, -18, 38, 56, 21, -66107, 18, 14, 67, 47, 30, 36, 29, 49, 10, 24, 69, 8, -126754, 45, 50, 43, 49, 17, 36, -61114, 16, 33, 49, 50, 59, 33, 12, 35, -1, -70266, 73, 52, 20, 38, -22, 60, 40, 18, 39, 32, -2100, 32, 47, -11858, -9, 17, 28, 44, 19, 42, -20509, 13, 21, 56, 30, 34, 14, 65, 38, 36, 19, -3102, 9, 30]",-126754,73,-3612.66,16847.205857482717,"[16, 15, 17, 25, 14, 23, 22, 24, 20, 24, 24, 22, 17, 16, 25, 29, 20, 27, 25, 13, 17, 19, 582, 28, 18, 117, 23, 17, 26, 16, 17, 28, 18, 14, 28, 19549, 23, 22, 14, 17, 21, 18, 20, 16, 22, 21, 13, 22, 37516, 15, 13, 17, 18, 20, 20, 18008, 26, 21, 15, 17, 12, 18, 22, 23, 28, 20927, 14, 18, 23, 14, 32, 13, 18, 21, 21, 21, 671, 20, 18, 3543, 24, 21, 18, 20, 22, 19, 6084, 20, 21, 14, 22, 20, 23, 13, 19, 19, 23, 989, 22, 22]",12,37516,1097.82,4982.676311742516,0.08053063680000004
