env_size,epsilon,decay,gamma,alpha,all_rewards,min_reward,max_reward,mean_reward,var_reward,all_turns_elapsed,min_turns_elapsed,max_turns_elapsed,mean_turns_elapsed,var_turns_elapsed,mean_ending_epsilon
10,0.7,0.7,0.8,0.01,"[-359, -2071, -91, -3981, -85, -865, -290, -61, -2034, -149, -913, -529, -764, -292, -579, -80, -162, -933, -2644, -1421, -416, -835, -170, -86, -485, -115, -1304, -1089, -12, 8, -1782, -1377, -3421, -85, -177, -160, -1211, -366, -107, -970, -1054, -160, -191, -489, -1183, -201, -307, -58, -897, -51, -156, -926, 26, -824, -64, -249, -771, -917, -121, -957, 36, -100, -15, -250, -722, -57, -40, -215, -538, -335, -5, -2356, 15, -554, 41, -161, -1109, -1584, -261, -196, -27, -16, -26, -23, -25, -394, 20, -112, -252, 16, -227, 62, 54, -285, -129, -26, 14, -84, -1263, 39]",-3981,62,-531.03,728.4698958090171,"[98, 425, 35, 870, 37, 188, 88, 37, 466, 54, 225, 126, 185, 75, 135, 41, 59, 210, 596, 321, 96, 215, 48, 36, 121, 43, 302, 272, 24, 20, 404, 326, 770, 38, 55, 50, 282, 93, 43, 244, 253, 51, 53, 125, 290, 63, 87, 30, 221, 32, 55, 207, 21, 174, 37, 82, 182, 207, 52, 237, 17, 44, 28, 69, 182, 31, 36, 60, 150, 92, 20, 531, 25, 143, 13, 60, 237, 381, 76, 71, 30, 24, 22, 28, 32, 108, 17, 39, 81, 17, 64, 15, 12, 61, 40, 27, 18, 34, 291, 14]",12,870,134.52,157.04792134886728,0.08235429999999999
10,0.7,0.7,0.8,0.01,"[-66, -178, 40, -137, -77, -200, -104, -591, 47, -70, -156, -57, -75, -94, -47, -149, -378, -151, 37, -1200, 61, -73, -41, -50, -159, -121, 14, -225, -823, 67, -1444, -53, -70, -17, -98, -181, -22, -359, -223, -524, 55, -237, 39, -64, -80, 8, -226, -150, 40, -197, -1201, 5, -142, -34, -88, -6, -89, -27, -133, 55, 17, -461, -443, -4, 31, 23, -78, -206, -8, -187, -492, -63, -156, -55, -60, 6, 20, 34, -563, 63, -227, 22, -25, -270, -2, -159, -209, -490, -217, -411, -164, 68, -3048, -463, -54, 53, 59, -623, -359, 53]",-3048,68,-194.67,390.1794216767461,"[31, 68, 15, 55, 35, 69, 51, 125, 19, 45, 52, 39, 45, 37, 35, 50, 104, 48, 19, 319, 13, 35, 30, 36, 50, 42, 24, 61, 208, 10, 338, 40, 39, 23, 40, 67, 30, 87, 70, 99, 12, 69, 16, 34, 35, 19, 80, 60, 12, 56, 309, 30, 53, 37, 39, 26, 34, 27, 41, 16, 19, 115, 129, 31, 22, 21, 39, 66, 20, 71, 112, 41, 50, 30, 46, 21, 15, 23, 138, 9, 68, 18, 27, 87, 25, 49, 71, 135, 79, 111, 58, 9, 654, 124, 26, 13, 14, 144, 104, 17]",9,654,64.59,83.44292600334674,0.08235429999999999
10,0.7,0.7,0.8,0.01,"[9, -208, -2717, 81, -21, 27, -81, 68, -19, -165, 49, -1002, -101, 44, 36, 0, -134, -8, 57, -251, -130, -41, 64, 53, -53, 38, -61, -167, -30, -184, -132, 29, -118, -59, -61, 14, -384, -70, -55, -64, -3, -1801, -36, -230, 37, -73, -242, -842, 37, 7, -863, -26, 67, 53, 27, -60, 79, 75, 44, 70, 66, 60, 70, 61, 42, 65, -8, -307, -22, 29, 16, 34, -52, 16, 75, -945, -501, -10, 14, 5, 45, 57, 34, -22, 44, 52, -57, -11, 68, 15, -177, -37, 50, 44, 38, 65, -141, -54, 45, 77]",-2717,81,-105.84,373.7124755744715,"[28, 52, 617, 10, 24, 19, 39, 15, 31, 51, 15, 257, 37, 16, 17, 30, 58, 24, 11, 76, 50, 27, 11, 14, 32, 14, 40, 43, 32, 65, 43, 18, 38, 30, 33, 22, 98, 30, 45, 41, 20, 438, 23, 85, 13, 35, 69, 204, 15, 21, 192, 29, 11, 15, 16, 35, 8, 7, 19, 11, 10, 15, 10, 13, 14, 13, 31, 90, 25, 15, 22, 20, 40, 20, 10, 237, 151, 25, 22, 25, 15, 12, 17, 24, 16, 15, 34, 24, 11, 25, 59, 31, 16, 16, 17, 11, 61, 33, 15, 9]",7,617,46.88,82.53669244645074,0.08235429999999999
10,0.7,0.7,0.8,0.01,"[5, 45, 79, -18, 74, 17, -181, -257, 26, -34, 41, -92, -19, -65, 58, 3, 46, 72, 36, -46, 48, 26, 18, 49, 32, -147, 58, -60, -66, 20, 53, 71, -48, -69, 63, -93, -49, -197, -66, -247, -54, -10, -41, -124, 68, -5, -139, 56, -55, -16, 12, 16, 72, 27, -333, 58, -94, 27, -1, 36, 10, -7, -5, 72, 31, -36, 6, -191, 44, -92, 17, 55, 47, 23, 74, 56, 48, 7, 40, -51, 54, 41, 49, 40, 0, 63, 42, 74, 76, 79, 15, 52, -42, -171, -43, 58, 63, 54, 16, 19]",-333,79,-6.27,80.63396988862698,"[23, 15, 10, 31, 8, 20, 66, 75, 21, 34, 18, 40, 26, 35, 12, 17, 15, 8, 17, 32, 12, 15, 29, 12, 16, 49, 13, 34, 40, 20, 12, 9, 30, 40, 12, 44, 32, 57, 41, 81, 33, 30, 27, 44, 10, 18, 47, 14, 38, 29, 20, 21, 10, 15, 92, 12, 36, 21, 23, 17, 21, 28, 28, 10, 15, 28, 22, 51, 14, 35, 21, 11, 16, 22, 8, 12, 14, 25, 16, 26, 15, 16, 18, 18, 22, 11, 18, 11, 9, 8, 22, 13, 25, 48, 30, 10, 12, 12, 25, 19]",8,92,24.63,15.771274520469168,0.08235429999999999
10,0.7,0.7,0.8,0.01,"[48, 5, 26, -78, 24, 38, -279, 31, -32, -33, 75, 71, 44, 54, 49, -77, -55, -13, 55, 36, 37, -37, 64, 9, -99, -50, 50, -56, -284, 32, 9, 9, 46, 49, 56, -47, 47, 64, 52, -14, 6, 35, 8, 46, 28, -130, 45, 63, 78, -1, 63, 5, 66, 35, -3, 71, 78, 34, -8, 53, 31, 55, 78, 64, 65, -8, 73, 46, 62, -54, -58, 63, 23, 36, 53, 45, 65, 49, 62, 38, 54, 64, 18, 66, 27, 38, 29, 65, 70, 55, -51, 55, 61, 68, 22, 40, 63, 63, 42, 20]",-284,78,21.55,61.01055236596371,"[15, 20, 18, 46, 21, 14, 95, 18, 29, 26, 10, 10, 11, 13, 15, 45, 34, 26, 11, 15, 18, 29, 11, 21, 50, 29, 11, 36, 76, 15, 19, 23, 18, 11, 14, 31, 15, 11, 16, 29, 21, 13, 18, 14, 17, 49, 13, 12, 8, 25, 15, 23, 10, 20, 29, 11, 9, 18, 28, 14, 15, 15, 9, 10, 15, 28, 9, 14, 15, 39, 37, 11, 21, 19, 15, 13, 12, 16, 9, 18, 14, 11, 16, 10, 16, 20, 23, 12, 10, 14, 37, 15, 10, 8, 19, 17, 13, 12, 19, 23]",8,95,20.01,13.173074811903257,0.08235429999999999
10,0.7,0.7,0.8,0.01,"[55, 69, 48, 47, 13, -5, 55, -530, -163, 44, 63, 77, 5, 42, -47, 3, 75, 32, 9, 63, 24, 66, -15, 37, -115, 71, 59, 73, 20, 5, 57, 60, -16, 28, 62, -25, 31, -31, 53, 52, 36, 51, 56, 23, 37, 64, 37, 72, 54, 44, 44, 48, 24, 56, 13, 74, 9, 57, 25, 40, 72, 2, 60, 43, 49, 50, -51, 66, 61, -30, 61, 60, 41, -31, 73, 53, 51, 75, 74, 56, 45, 38, 21, -6, 54, 27, 45, 62, 43, 9, 71, 26, 16, 66, 63, -96, 72, 30, -33, -2]",-530,77,27.01,69.43435676954168,"[13, 8, 16, 15, 20, 23, 12, 156, 59, 15, 8, 8, 26, 17, 37, 22, 10, 16, 29, 11, 18, 14, 26, 17, 46, 12, 13, 9, 19, 26, 15, 10, 24, 15, 11, 27, 19, 32, 15, 15, 21, 17, 16, 16, 15, 11, 18, 10, 14, 14, 16, 18, 19, 11, 23, 8, 22, 14, 19, 17, 10, 30, 16, 15, 11, 15, 29, 9, 12, 24, 15, 10, 14, 31, 9, 14, 12, 11, 8, 11, 17, 15, 21, 27, 13, 20, 15, 12, 18, 29, 12, 19, 20, 12, 13, 36, 9, 19, 26, 25]",8,156,19.07,16.025139624976752,0.08235429999999999
10,0.7,0.7,0.8,0.01,"[1, 47, -13, 47, 57, 16, -21, 29, -132, 28, 62, 72, 40, 3, -9, 33, -33, 27, 42, 37, 40, 31, -71, 21, 35, 57, 44, 65, 27, 42, 84, 49, 35, 8, 52, 64, 45, 13, 21, -124, 73, 58, 14, 77, 68, 59, 76, 62, 63, 44, 50, 38, 69, -1, 59, 51, 63, 41, 49, 73, 71, 43, 40, 59, 69, 63, 77, 62, 35, 53, 30, 78, 38, 51, -56, 42, 67, 31, 48, -8, 49, -27, 73, 57, 62, 54, -17, 38, 68, 30, -30, 64, 40, 48, -85, 25, -68, 57, 22, 45]",-132,84,33.55,40.772141224125086,"[24, 13, 21, 13, 16, 21, 30, 16, 47, 19, 14, 11, 14, 22, 30, 15, 28, 19, 16, 15, 15, 17, 32, 23, 18, 14, 16, 13, 17, 16, 8, 15, 19, 22, 15, 10, 17, 20, 17, 42, 12, 14, 18, 9, 9, 11, 9, 13, 12, 17, 13, 17, 12, 22, 12, 14, 11, 15, 17, 9, 11, 18, 16, 12, 10, 11, 9, 14, 13, 12, 17, 11, 12, 14, 34, 12, 11, 19, 14, 19, 13, 30, 9, 12, 12, 13, 29, 14, 11, 17, 28, 10, 15, 16, 42, 17, 35, 12, 19, 15]",8,47,16.94,7.43749957983192,0.08235429999999999
10,0.7,0.7,0.8,0.01,"[6, 68, 42, 50, 54, 69, 81, 62, 64, 69, 33, 55, 33, 44, 61, 28, 52, 24, 54, -10, 27, 14, 65, 40, -16, 62, 51, 32, 13, 1, 36, 48, 38, 77, 62, 64, 61, -131, 78, 64, -161, 13, -20, 69, 45, -55, 71, 49, 32, 36, -15, 44, 56, 58, 32, 72, 24, 64, -31, 39, 52, 32, 69, 54, 52, 66, 59, 32, 26, 46, 26, 49, 43, 59, 22, 55, 25, 50, 30, 45, 77, 43, 61, 45, 51, 60, 53, 19, 68, 31, 60, 33, 62, 55, 15, 58, 62, 40, 82, 61]",-161,82,39.75,36.29693513232212,"[24, 11, 16, 15, 12, 12, 10, 12, 11, 8, 18, 13, 20, 17, 12, 19, 14, 20, 13, 25, 20, 21, 10, 16, 24, 11, 16, 16, 21, 25, 17, 17, 15, 11, 11, 10, 14, 47, 9, 10, 52, 19, 24, 10, 15, 30, 12, 12, 20, 17, 25, 18, 12, 13, 19, 12, 19, 15, 32, 18, 12, 16, 13, 13, 15, 10, 16, 20, 22, 12, 24, 15, 14, 8, 21, 12, 24, 13, 20, 17, 11, 17, 12, 18, 12, 13, 12, 19, 9, 15, 11, 17, 12, 13, 21, 11, 11, 18, 9, 15]",8,52,16.3,6.793379129711517,0.08235429999999999
10,0.7,0.7,0.8,0.01,"[69, 22, 70, 74, 50, 69, 31, 72, 36, 48, 51, 31, 68, 18, 67, 72, 56, -7, 45, 61, 57, 69, 73, 41, 48, 30, 56, 66, 51, 27, 76, 61, 66, 47, 57, 78, 50, 28, 47, 40, 72, 55, 56, 68, 34, 52, 26, 59, 29, 58, 50, 70, 56, 76, 54, 59, 8, 84, 44, 10, 66, 60, 32, 62, 65, 39, 52, 58, 53, 73, 39, 76, 69, 48, 43, 56, 14, 56, 61, 29, 26, 65, 73, 54, 49, 76, 58, 56, 44, 48, 37, 44, 63, 82, 52, 44, 85, 46, 49, 52]",-7,85,52.45,17.71856371154276,"[13, 21, 12, 8, 15, 8, 14, 9, 16, 17, 13, 17, 9, 19, 10, 8, 14, 26, 16, 14, 13, 11, 11, 20, 13, 16, 12, 12, 14, 18, 9, 17, 11, 14, 14, 8, 14, 20, 15, 17, 10, 13, 16, 11, 19, 17, 18, 13, 20, 12, 16, 10, 13, 8, 15, 13, 24, 8, 15, 22, 12, 15, 18, 11, 13, 20, 16, 14, 16, 11, 15, 9, 13, 16, 18, 14, 23, 14, 10, 19, 17, 9, 11, 13, 14, 9, 16, 10, 15, 13, 15, 15, 13, 8, 17, 18, 7, 18, 14, 14]",7,26,14.14,3.8549189355938474,0.08235429999999999
10,0.7,0.7,0.8,0.01,"[43, 48, 58, 53, 46, 31, 56, 57, 73, 59, 66, 69, 66, 40, 41, 68, 62, 61, 51, 48, 68, 76, 65, 45, 59, 58, 13, 33, 45, 59, 48, 67, 69, 62, 40, 34, 69, 56, 17, 60, 48, 49, 69, 67, 35, 63, 14, 55, 53, 51, 55, 64, 55, 72, 31, 76, 57, 61, 68, 27, 46, 74, 60, 78, 41, 63, 66, 71, 83, 55, 70, 66, 74, 49, 45, 63, 69, 29, 63, 49, 4, 41, 67, 57, 55, 46, 43, 42, 64, 69, 36, 75, 40, 12, 66, 71, 58, 57, 22, 67]",4,83,54.15,16.007107796226027,"[16, 16, 13, 17, 15, 20, 12, 12, 11, 11, 10, 10, 10, 17, 14, 10, 10, 14, 12, 15, 11, 9, 10, 17, 10, 11, 20, 18, 12, 13, 15, 13, 12, 13, 18, 18, 10, 14, 21, 10, 12, 18, 11, 13, 19, 15, 20, 16, 15, 14, 12, 13, 12, 8, 17, 12, 12, 12, 13, 18, 15, 10, 10, 11, 16, 12, 10, 12, 8, 12, 10, 12, 8, 17, 12, 13, 11, 16, 14, 15, 20, 18, 9, 15, 13, 12, 15, 20, 11, 8, 20, 7, 15, 24, 13, 10, 12, 14, 19, 12]",7,24,13.53,3.4480574241157878,0.08235429999999999
